id	father	mother	gv	sex	gen	farm	pheno
1142	449	758	0.350519751931225	F	1	1	-1.16334578121838
1143	785	706	-0.0427521572909631	M	1	1	2.20161708471741
1144	735	684	0.238266130593649	F	1	1	-1.58843757947937
1145	259	564	0.211109400818408	M	1	3	4.38724621611412
1146	393	92	-0.576665010865855	F	1	1	-0.920205549429506
1147	553	720	0.788277834674547	M	1	3	4.15773852645643
1148	593	568	1.40565059188587	F	1	1	0.821581154309004
1149	201	876	-0.0679826322299519	M	1	2	2.58670096629421
1150	395	368	0.356291857489873	F	1	3	3.77604839539063
1151	333	882	-1.16393125904277	M	1	3	2.69693286841471
1152	323	890	0.578033014987929	F	1	3	2.45514963785552
1153	781	94	0.543837211590064	M	1	3	4.53306645595681
1154	19	236	0.858671453995077	F	1	3	1.71416492393183
1155	381	510	0.538693368051234	M	1	1	3.17674145678731
1156	81	344	-0.238392028259616	F	1	1	-1.39668045882989
1157	283	924	0.805187564564265	M	1	1	2.19142737332363
1158	923	408	0.41780426535872	F	1	1	0.696575530212509
1159	331	46	-0.205545597201999	M	1	2	2.90480427946208
1160	617	716	-0.683014382903632	F	1	3	1.74243354986922
1161	947	180	0.100643961289777	M	1	2	2.56347449339901
1162	495	926	1.28851552144931	F	1	1	1.5602953435756
1163	415	558	0.202393801970833	M	1	3	3.53341598519169
1164	949	782	0.267999553422126	F	1	3	2.86933714433125
1165	405	364	0.180145666809703	M	1	3	4.55819275537572
1166	551	210	-1.17500644965037	F	1	1	-1.38513574491342
1167	941	332	0.852933965702865	M	1	1	3.48005655870106
1168	425	538	-0.251093293408211	F	1	1	-0.146143843045791
1169	277	446	-0.172882390416835	M	1	1	1.62029693529554
1170	841	578	-0.244603349284372	F	1	2	0.300886770181181
1171	731	768	0.690189915828209	M	1	3	3.64157889548557
1172	705	548	0.531363568485208	F	1	2	1.85571495106724
1173	775	260	0.449143122774689	M	1	3	4.36314108329241
1174	211	118	0.211333866783878	F	1	1	1.29989147021303
1175	907	218	-0.262275588982586	M	1	2	1.4979532135113
1176	581	866	0.24959356145085	F	1	1	0.799403549049354
1177	305	610	0.183054659390308	M	1	2	2.85681429615598
1178	251	134	-0.647159854038338	F	1	2	0.752130548912802
1179	483	64	-0.211794269277052	M	1	1	1.80252003979609
1180	969	676	-0.556136051101449	F	1	3	1.32538568439217
1181	833	888	-0.374934687296442	M	1	2	2.18096759670053
1182	297	858	-0.704006735207796	F	1	2	0.087579038337677
1183	747	980	-0.106229692425916	M	1	1	1.78919545494177
1184	147	722	0.0265349601412595	F	1	2	1.19836716903275
1185	875	434	-0.0948269662284867	M	1	3	2.9232705789579
1186	479	432	-0.205669259711466	F	1	1	-0.022758126087503
1187	497	628	0.474274896938689	M	1	1	1.50363081133967
1188	175	682	0.137906441060972	F	1	2	1.52468350353153
1189	533	978	0.776367868856758	M	1	1	3.10079455568419
1190	235	448	0.548157723548179	F	1	2	1.92507594851682
1191	449	308	0.632675990800003	M	1	2	3.64588638305311
1192	785	232	-0.322209471736633	F	1	3	2.42363668616169
1193	735	904	-0.0459422336548387	M	1	1	1.45374097211509
1194	259	302	-0.0990209685227573	F	1	1	-0.698245557839575
1195	393	336	-0.524756757810259	M	1	2	2.93459892999039
1196	553	402	0.131873464407953	F	1	2	0.843870781974548
1197	593	416	0.847160552122188	M	1	1	2.12919759556057
1198	201	776	0.106262322382115	F	1	1	-0.821025816280842
1199	395	656	0.377228684827785	M	1	3	4.98939076470302
1200	721	202	-0.296435595629155	F	1	1	0.0463252407954207
1201	323	148	0.425999429554119	M	1	2	4.25802443298478
1202	781	970	0.620666384888791	F	1	3	2.91154222902107
1203	19	822	-0.565190237294733	M	1	2	2.96469151958809
1204	381	296	0.663839439147512	F	1	3	2.59123194554754
1205	81	752	0.498557041892347	M	1	3	5.55575803333013
1206	283	824	0.370809644750413	F	1	1	0.0354587753407971
1207	923	586	0.599483595789492	M	1	2	4.15451944450294
1208	331	128	-0.604125037643509	F	1	2	1.05165702154652
1209	617	502	-0.00965566055545386	M	1	2	3.17670922296714
1210	947	20	-0.22514435143885	F	1	2	0.86556073176783
1211	495	32	0.060441569483962	M	1	3	3.90141278651817
1212	415	10	0.0745535536294711	F	1	1	0.409273517536148
1213	949	130	0.340335809144597	M	1	1	1.73173859313823
1214	405	632	-1.8881882290495	F	1	3	1.52676597451679
1215	551	488	-0.770261840884206	M	1	2	1.32019790878558
1216	941	654	-0.771386520245563	F	1	3	1.65921302827578
1217	425	378	-0.214788822883395	M	1	2	3.2264013579966
1218	277	16	-0.496714052599273	F	1	3	1.20290319621794
1219	841	398	-0.300214433644457	M	1	2	3.30438536597555
1220	731	462	0.168619342497184	F	1	1	-2.13302373124468
1221	705	638	-0.0917204233546873	M	1	3	3.83647479100571
1222	775	56	1.10054852803221	F	1	3	4.29936685655809
1223	211	594	0.619206052429079	M	1	1	1.15989500672947
1224	907	792	1.40589433216936	F	1	3	4.3452707367306
1225	581	80	1.0615423129093	M	1	2	4.52084657222057
1226	305	120	0.589513132911486	F	1	1	-0.148724507132405
1227	251	664	-0.599807087058379	M	1	3	5.2824818874518
1228	483	802	0.0392375407427719	F	1	1	-0.0352114866831349
1229	969	588	-0.502399324804305	M	1	2	2.87071034976889
1230	833	224	0.294650348476981	F	1	2	-0.0578397445575534
1231	297	68	-0.392272876183743	M	1	1	2.91854063100584
1232	747	338	0.345664764606425	F	1	1	1.37372839373553
1233	147	228	-0.215855598582874	M	1	2	3.11857233244266
1234	875	238	-0.311301740880966	F	1	3	2.13613989279928
1235	479	114	0.411651321412927	M	1	3	3.52150914545962
1236	497	278	0.223880180525538	F	1	1	-0.023659225372306
1237	175	952	-0.0042113630565101	M	1	2	2.38547950998217
1238	533	512	0.293265271890237	F	1	2	1.61414675694988
1239	235	28	-0.0212184031267243	M	1	1	2.52162877572208
1240	449	624	0.911774333011502	F	1	3	3.46349460763128
1241	785	642	0.438304945078449	M	1	2	3.67411853688559
1242	735	298	-0.598625638811162	F	1	3	1.44710834982808
1243	259	166	0.199720994209299	M	1	1	1.12755927722951
1244	393	894	-0.539306392285291	F	1	2	0.261522089190966
1245	553	620	-0.706314093475205	M	1	3	4.40134452243482
1246	593	460	0.773789800040271	F	1	3	3.03965005690316
1247	201	648	-0.0926533570929823	M	1	1	1.54651648186097
1248	395	160	0.327554375718982	F	1	2	-0.540955243127443
1249	721	220	-0.328726316364656	M	1	3	3.95633249838465
1250	333	306	-0.859640828276337	F	1	2	-0.611103500624429
1251	781	384	0.660871628696601	M	1	1	3.9244854120783
1252	19	312	0.29646475807232	F	1	3	1.87464863085456
1253	381	724	0.119481343979685	M	1	2	2.98721213012987
1254	81	96	0.194287845552853	F	1	3	1.82866864067872
1255	283	800	0.364625217384273	M	1	2	3.72291407475167
1256	923	126	0.371324754320632	F	1	3	2.19337159134138
1257	331	320	0.10049711026764	M	1	2	4.03003042403142
1258	617	132	-0.345887687709025	F	1	1	-0.873612735030535
1259	947	150	-0.778774547226626	M	1	3	4.2427239955873
1260	495	692	0.539714928835646	F	1	3	1.15292886606649
1261	415	730	-0.534528912076469	M	1	1	1.48305312704028
1262	949	764	0.42861300786421	F	1	3	2.6331965890839
1263	405	442	-0.935736458150802	M	1	2	2.3030195702769
1264	551	828	-0.241907164160668	F	1	2	2.21431525315728
1265	941	478	0.500491482838168	M	1	2	4.02568534351199
1266	425	986	-1.01683003719498	F	1	3	-1.21864145244601
1267	277	960	-0.118179001394933	M	1	1	1.43932026353718
1268	841	972	-0.439634700773849	F	1	2	0.300340045008004
1269	731	976	0.525968302714388	M	1	3	4.29897261187809
1270	705	940	-0.515105534522578	F	1	2	1.53002160753798
1271	775	762	-0.270268711526038	M	1	1	2.62126873507754
1272	211	814	0.871077929666516	F	1	3	3.50721197796155
1273	907	108	0.230051285257058	M	1	1	2.8395012194209
1274	581	276	1.08019322955421	F	1	3	3.16299638608377
1275	305	514	0.258721895112867	M	1	2	3.45511471737351
1276	251	818	-0.309466333439239	F	1	1	-0.396610084668832
1277	483	208	1.16037482647502	M	1	1	2.673413392252
1278	969	806	-0.237085133272404	F	1	1	0.272792016227492
1279	833	240	0.475002733487514	M	1	2	4.06261538423599
1280	297	140	-0.347130080042925	F	1	3	3.11802720221816
1281	747	326	-0.086625125372373	M	1	3	4.97808597084074
1282	147	100	0.145082478700071	F	1	2	3.0888106096041
1283	875	868	-0.0489617042975005	M	1	1	1.17660621927415
1284	479	504	1.21190024909661	F	1	2	1.09653837435036
1285	497	766	-0.164484538668164	M	1	2	3.41211052150526
1286	175	540	-0.661199060145548	F	1	3	1.23085174506401
1287	533	522	0.229472342217499	M	1	1	2.79930810158723
1288	235	472	0.0289154461900814	F	1	2	0.334873147099328
1289	449	974	0.101213969044593	M	1	1	1.9831758950192
1290	785	902	-0.654998068708518	F	1	2	1.11562466216797
1291	735	744	1.03126254766575	M	1	2	2.41380077178077
1292	259	410	-0.169698723773544	F	1	2	0.185352878067286
1293	393	154	0.921437536993131	M	1	3	5.22352702585527
1294	553	288	0.486867883855927	F	1	2	1.14301677102306
1295	593	212	0.648801096151104	M	1	1	3.17345669320637
1296	201	736	0.277202604523852	F	1	1	1.11554447212811
1297	395	740	0.769373891361793	M	1	2	3.77872736369746
1298	721	486	-0.154177969899813	F	1	3	3.45683135284561
1299	333	124	-0.770698752100871	M	1	2	2.73463864731999
1300	323	54	0.15349233428326	F	1	1	0.00974033524982382
1301	19	164	0.36305536415431	M	1	1	2.52402459605691
1302	381	530	-0.668564143780985	F	1	2	1.12688747724974
1303	81	516	-0.216005112576064	M	1	2	3.04872412782205
1304	283	790	0.687647310234567	F	1	3	2.84005352653276
1305	923	892	0.517635092874339	M	1	2	2.96620540059717
1306	331	916	-0.341232902315889	F	1	1	-0.72679229450461
1307	617	754	0.784638012497217	M	1	1	3.24280472635383
1308	947	804	-0.0445027128573481	F	1	3	1.08731643456832
1309	495	4	0.121202178888953	M	1	3	2.57733996372973
1310	415	496	0.393185334562718	F	1	3	2.03247352925804
1311	949	652	-0.123270664261924	M	1	3	3.96229051346639
1312	405	646	0.275616932119224	F	1	3	3.47695360433878
1313	551	618	0.000817443460551808	M	1	1	1.64602312507473
1314	941	354	0.712697688223735	F	1	2	1.29048789711944
1315	425	602	0.362900359595724	M	1	2	2.84816468412423
1316	277	678	-0.222875237797866	F	1	1	0.0799765227454473
1317	841	484	-0.218563058106988	M	1	3	3.98399136594154
1318	731	906	0.206729113311575	F	1	3	3.43191714879828
1319	705	266	0.269043629370461	M	1	1	2.75267606596606
1320	775	864	0.203328174177536	F	1	2	0.104756853290129
1321	211	984	0.213560716061292	M	1	2	2.48990395903421
1322	907	570	-0.276600944448	F	1	2	1.52108030002799
1323	581	62	-1.09033859864808	M	1	2	2.64209427768897
1324	305	900	0.736925202264378	F	1	2	1.87179399041423
1325	251	144	0.150896392752211	M	1	3	2.61717692786011
1326	483	274	0.37630826206934	F	1	3	0.87418416925827
1327	969	554	-0.177818238008533	M	1	3	5.21783852202883
1328	833	490	-0.297361584129705	F	1	2	0.796906296540874
1329	297	392	-0.158980360704452	M	1	3	4.58522581679381
1330	747	424	0.195855564982985	F	1	2	2.24859776120129
1331	147	330	-0.68824850047985	M	1	1	1.50249975056645
1332	875	90	0.165079541983889	F	1	3	2.1830178999292
1333	479	470	-0.403064704872544	M	1	3	4.19579865522096
1334	497	444	0.0389239849897707	F	1	2	1.48084370239598
1335	175	12	0.0154431112834903	M	1	3	3.37956134560014
1336	533	798	0.221171222117789	F	1	1	-0.274378960390679
1337	235	946	-1.26301979338932	M	1	1	1.23531992424458
1338	449	658	-0.599178842854215	F	1	2	1.27211940938659
1339	785	680	0.53628278353875	M	1	3	6.1329710903262
1340	735	430	0.214571834210389	F	1	1	0.370288068602563
1341	259	388	0.253608516777061	M	1	1	1.74032733902901
1342	393	574	-0.154493121669294	F	1	2	0.121847457644323
1343	553	282	0.627504420521338	M	1	3	2.93379785806576
1344	593	860	0.771042263793843	F	1	2	1.87773135221315
1345	201	856	-0.12691817372849	M	1	3	3.37160575617119
1346	395	382	0.282644499993514	F	1	3	4.41815786174147
1347	721	188	0.749775881888452	M	1	2	2.71849499451758
1348	333	390	-0.504143055931865	F	1	1	-1.68215470095098
1349	323	612	-1.15994308173031	M	1	3	3.49154376836607
1350	781	366	-0.400402355694445	F	1	3	3.29705876360922
1351	381	690	-0.112766043355488	M	1	3	3.57901570525365
1352	81	234	-0.167923591048621	F	1	2	1.42543651754066
1353	283	872	0.0127368103024537	M	1	1	0.983031091363982
1354	923	136	0.191951314476179	F	1	3	1.61067005840939
1355	331	750	-0.486758066035988	M	1	2	4.43372275083426
1356	617	316	-0.0858126405553806	F	1	1	0.480192635537523
1357	947	476	0.262818305527781	M	1	3	3.92980821342212
1358	495	576	0.997347312558977	F	1	2	1.96601109601248
1359	415	456	0.442863911872964	M	1	3	3.84473166489386
1360	949	944	0.466067373033392	F	1	1	-0.196576504495683
1361	405	60	-0.703867878825257	M	1	3	4.31241409241175
1362	551	850	-0.273099187944438	F	1	1	-0.652100825216919
1363	941	482	0.873780314775969	M	1	3	6.92068143452836
1364	425	480	-0.317095251092326	F	1	2	0.704935731433313
1365	277	616	0.60236345210654	M	1	2	3.70160694150993
1366	841	72	-0.566242848401664	F	1	3	1.67907789082465
1367	731	418	-0.610005436002078	M	1	1	2.18913742724836
1368	705	6	-0.432830409214629	F	1	1	-1.08734342713867
1369	775	350	-0.273719160040278	M	1	1	1.8511802979201
1370	211	404	0.801158302148161	F	1	1	1.21681817681999
1371	907	374	-0.869265232738054	M	1	3	2.47336399302319
1372	581	874	1.05146222064761	F	1	2	2.99344426848186
1373	305	174	0.172975337440527	M	1	2	2.8381923252395
1374	251	74	-0.168347513356766	F	1	1	0.210192437921684
1375	483	76	0.218023655758507	M	1	2	4.9908840688631
1376	969	110	0.028400958938445	F	1	3	2.19387779329616
1377	833	600	-0.658627270329549	M	1	2	1.18605160163874
1378	297	1000	-0.631565175235146	F	1	1	-2.00417821440265
1379	747	614	0.167200056095779	M	1	1	2.38656056042011
1380	147	536	0.686081639587162	F	1	1	2.1469440952251
1381	875	450	0.170680559691301	M	1	1	1.57133457230949
1382	479	988	0.914458989175489	F	1	2	-0.311329648842089
1383	497	552	-0.532777374576662	M	1	3	4.09090905001629
1384	175	506	-1.03894799463492	F	1	2	-0.00489405905208562
1385	533	84	0.293315840793686	M	1	2	1.70567405976631
1386	235	518	-0.863883877865299	F	1	1	-1.25442858324019
1387	449	696	0.860569323720291	M	1	3	4.7836910428675
1388	785	942	0.927894108640744	F	1	1	1.00390559970925
1389	735	830	0.294654019426119	M	1	1	2.30729898804802
1390	259	826	0.637695727732319	F	1	3	1.64194629608301
1391	393	196	-0.338636627216222	M	1	3	4.48258469283717
1392	553	244	0.656624291210147	F	1	2	1.65679089059717
1393	593	268	1.04680693403838	M	1	3	4.89120119938363
1394	201	146	0.559799249570238	F	1	2	3.06501358967721
1395	395	786	-0.0746366429541237	M	1	3	4.96191625771077
1396	721	290	-0.607573815776432	F	1	1	-1.72683656421755
1397	333	968	0.16453108743185	M	1	1	1.7681019235627
1398	323	524	-0.583842443620621	F	1	2	2.77907182964482
1399	781	626	0.504064853553878	M	1	1	1.832989269405
1400	19	838	-0.521316618771087	F	1	3	1.52597841737401
1401	81	372	-0.203771034541821	M	1	1	0.194465641267953
1402	283	142	0.730578129340382	F	1	3	2.21744670642493
1403	923	182	0.550849260696948	M	1	3	3.61608869953501
1404	331	380	0.335614972482435	F	1	3	4.08472237438855
1405	617	560	-0.557327241699068	M	1	1	1.55894201372017
1406	947	436	0.73416348039081	F	1	2	1.76904559137081
1407	495	314	1.03923902202622	M	1	1	3.35008454922069
1408	415	458	0.156543115900401	F	1	2	1.88232233806509
1409	949	820	0.975443945974784	M	1	3	5.75730417261603
1410	405	718	-0.316806433917274	F	1	2	1.17209133197849
1411	551	784	0.047546128775309	M	1	2	3.98362230145203
1412	941	852	0.71108519888334	F	1	3	2.43647192855902
1413	425	938	-0.727679815483047	M	1	2	2.48866346272057
1414	277	566	0.358162383155427	F	1	1	-0.765494177771983
1415	841	438	0.0646922772202477	M	1	2	2.08385346803514
1416	731	48	0.51047557753758	F	1	1	0.322986390290742
1417	705	634	0.104846117129467	M	1	3	4.60986115871866
1418	775	256	0.400880698711149	F	1	3	0.869807117204216
1419	211	948	0.747226590972606	M	1	2	3.64087745218631
1420	907	464	0.184284568446133	F	1	3	3.20347307806517
1421	581	264	0.541743134328717	M	1	3	3.24876449221113
1422	305	116	-0.207170788223095	F	1	1	0.593294271197407
1423	251	582	-0.475006412344929	M	1	2	1.11504578717074
1424	483	280	0.0402717822111987	F	1	2	1.86773472758312
1425	969	580	0.226787036166815	M	1	2	2.23873024626627
1426	833	608	0.564978580737088	F	1	1	0.8270297675556
1427	297	598	-0.191772661011277	M	1	1	0.924693366970856
1428	747	394	-0.971786730061675	F	1	2	0.631881293081755
1429	147	414	0.120878537536697	M	1	1	3.03077315040786
1430	875	774	0.122110633300819	F	1	2	1.41809857888143
1431	479	428	-0.404003327764087	M	1	2	2.20764383202228
1432	497	186	-0.038075290042115	F	1	1	0.0876418832312775
1433	175	102	-0.719939999295131	M	1	3	4.52872101531419
1434	533	258	-0.298468361425359	F	1	2	0.540811386096606
1435	235	832	-1.37555254107513	M	1	2	1.60950263682646
1436	449	198	0.475377698188197	F	1	2	2.21666682523415
1437	785	328	-0.0332952921686758	M	1	3	2.64761363138848
1438	735	714	-0.0650536475078539	F	1	1	-1.03271336196822
1439	259	24	0.125193647373551	M	1	1	1.14798554047478
1440	393	788	0.721871373170177	F	1	3	0.751168759380811
1441	553	30	-0.827181593765845	M	1	2	0.789977559697236
1442	593	672	0.18572807523255	F	1	3	3.36597232022759
1443	201	66	0.291482055860876	M	1	1	1.11906899693551
1444	395	106	-0.588574583690683	F	1	3	1.441627211971
1445	721	700	-0.941510787100905	M	1	1	1.74553882910157
1446	333	252	1.21745486491614	F	1	1	0.568416587844916
1447	323	998	0.050520485864726	M	1	2	1.24718243231141
1448	781	702	0.317343071041956	F	1	3	2.53900929911014
1449	19	168	-0.472312073199422	M	1	1	2.84749095142701
1450	381	38	0.830514339130501	F	1	3	2.39991696881131
1451	283	878	0.454799238187058	M	1	2	3.41296687337597
1452	923	596	0.0367540338592881	F	1	1	-1.31597637558223
1453	331	44	-0.625270933321977	M	1	3	4.17782757900089
1454	617	334	0.9407904964731	F	1	1	0.909175362210226
1455	947	528	0.226159148070415	M	1	1	1.6004561261449
1456	495	934	1.01216561788715	F	1	1	0.185730463524699
1457	415	636	-0.58666112342764	M	1	3	2.20226164708459
1458	949	956	-0.465544785764779	F	1	1	0.61101941157429
1459	405	644	0.262693249776199	M	1	1	3.11393447712266
1460	551	726	-0.449733889983054	F	1	3	1.51412159679321
1461	941	370	0.638484388170701	M	1	2	2.94261491721596
1462	425	546	-0.743128966616273	F	1	3	1.01063811078545
1463	277	340	0.218571589393742	M	1	3	3.73523986699283
1464	841	194	-1.0171174606143	F	1	3	1.1525007443513
1465	731	34	-0.88965239430252	M	1	1	2.47604145642747
1466	705	990	-0.326328802330489	F	1	3	2.82076214411705
1467	775	908	0.781304490080179	M	1	3	4.7220390807838
1468	211	52	-0.13393153168585	F	1	1	-0.676043533936187
1469	907	286	1.00387379755495	M	1	2	3.96803371747182
1470	581	362	-0.134552854731512	F	1	1	-0.593607974712712
