id	father	mother	gv	sex	gen	farm	pheno
1071	841	74	0.167058173886349	M	1	1	2.87130818852619
1072	487	334	-0.767936177641257	F	1	1	-0.725723792730898
1073	937	740	-0.218093803419969	M	1	3	2.78692131989815
1074	7	468	-0.973889244816352	F	1	3	2.25967398084732
1075	969	958	0.885024102137409	M	1	3	6.26342824416316
1076	643	68	-0.319879252178944	F	1	3	2.85810577047875
1077	447	768	-0.366043631775406	M	1	2	1.00127078506031
1078	451	108	0.551230274017452	F	1	3	0.849100175410317
1079	945	576	0.556603680022309	M	1	1	2.98519082915414
1080	99	772	0.26809123825741	F	1	3	3.30374369836019
1081	129	840	-0.121722740622991	M	1	3	2.30753269903929
1082	41	272	-0.500041482692809	F	1	1	-1.24465545020757
1083	199	696	0.914050784586157	M	1	2	1.01233171791193
1084	717	294	-0.755547009150831	F	1	2	-2.61492082898024
1085	987	520	-0.880641406535693	M	1	3	3.07192118556733
1086	403	568	-0.273428570653886	F	1	2	-1.22962289683667
1087	683	998	-0.298293782151513	M	1	3	5.90010452178704
1088	847	184	0.876206940474993	F	1	3	2.85850967287035
1089	229	650	-0.979319111447474	M	1	2	-0.465390592203702
1090	121	314	0.0153895628587744	F	1	3	1.6086570948873
1091	775	462	-0.747799591261356	M	1	3	4.01708123403253
1092	137	720	-0.67547799286179	F	1	1	0.244776116055199
1093	277	476	-0.348714665100075	M	1	1	1.79845349140503
1094	255	996	1.12413195863705	F	1	2	-0.527843859823096
1095	711	744	0.46931473151081	M	1	2	1.64090227055019
1096	511	982	0.443102138678716	F	1	3	0.180097555017505
1097	567	330	0.786972650961758	M	1	2	3.23472412122664
1098	303	492	-0.520249701642588	F	1	2	-2.04449037111759
1099	897	112	0.0458105590233818	M	1	2	0.395838370762487
1100	257	10	0.706394043162152	F	1	2	-1.51631820251496
1101	641	404	0.470220853536416	M	1	2	2.90509748991567
1102	571	714	-0.207510398959845	F	1	1	-0.43988035384278
1103	873	250	-0.371608213150999	M	1	3	4.15441762238819
1104	677	930	-0.0575474932862389	F	1	2	-0.321859799179379
1105	759	658	0.0132290587956506	M	1	3	3.94161846461253
1106	455	66	0.562758351328163	F	1	2	-0.719011720183784
1107	795	898	0.358005274502948	M	1	2	1.80404441341792
1108	75	912	-0.292372034467603	F	1	3	1.60296789296862
1109	383	554	0.0947717722658574	M	1	2	-1.21164033023532
1110	891	886	-0.634410636664592	F	1	2	-2.45788226646329
1111	727	578	0.399061492937185	M	1	3	4.87037152699558
1112	201	946	-0.520566753434164	F	1	1	0.0694708001946218
1113	781	234	-1.55974963593392	M	1	1	1.25096651874109
1114	243	44	-0.266234552082097	F	1	1	0.698255752902973
1115	133	498	-0.128103920132783	M	1	3	3.50958540974563
1116	793	154	-0.805682557657346	F	1	3	-0.194254891456493
1117	515	442	0.0405970066545277	M	1	3	4.98716486495403
1118	661	678	-0.0813800711818015	F	1	2	-1.01735365907465
1119	905	406	-0.409045043645784	M	1	3	4.50655069862599
1120	841	866	0.224305123257563	F	1	2	-0.697954212026643
1121	487	304	-0.0113354448322592	M	1	1	3.59146591796003
1122	937	466	0.472022965254922	F	1	3	1.76658260670634
1123	7	84	-0.844229204456676	M	1	2	0.111710474159409
1124	969	806	-0.671225547457916	F	1	2	-2.09528449798494
1125	643	212	0.770294645951651	M	1	3	4.18738701102709
1126	447	944	0.267897133052028	F	1	1	-0.378034287320819
1127	451	978	-0.0380205685105496	M	1	1	3.63531511364028
1128	945	882	0.234669685550737	F	1	2	-0.918748453328166
1129	99	380	0.545271177073539	M	1	3	4.60300478933812
1130	129	602	-0.0335128397971029	F	1	2	-1.13202488623348
1131	41	18	-0.929180359573909	M	1	3	1.96206419084081
1132	199	830	-0.362340228101936	F	1	1	-0.395808740767147
1133	717	872	-0.490463879982931	M	1	2	1.01189929573829
1134	987	920	-0.165902396880944	F	1	3	3.05798759689578
1135	403	190	-0.51821113470389	M	1	3	3.31145657802171
1136	683	172	-0.929767449555759	F	1	3	1.00268453357738
1137	847	110	-0.150494019871734	M	1	1	0.829263918634594
1138	229	170	-0.552323983306883	F	1	1	-0.165238646582215
1139	121	316	0.451088869438034	M	1	3	3.43735304034644
1140	775	88	0.837144602797217	F	1	3	2.88449687307592
1141	137	396	-1.11736274329606	M	1	3	4.02015279220141
1142	277	382	-0.417870751228878	F	1	2	-0.526671768522116
1143	255	918	0.428874405080384	M	1	1	1.22032691483067
1144	711	524	0.0139731235682568	F	1	2	-0.951899574085263
1145	511	586	0.405438248895659	M	1	3	5.58885564434226
1146	567	288	-0.355404419879373	F	1	2	-2.84656410225548
1147	303	322	-0.124060018402794	M	1	2	1.6769944299566
1148	897	102	0.308323682278312	F	1	1	0.217834117170973
1149	257	736	0.302113060974758	M	1	3	4.64484567525169
1150	359	682	0.568667002650966	F	1	1	0.784101989957126
1151	571	232	-0.0539629898948052	M	1	3	3.81418503944255
1152	873	968	0.0615549154342714	F	1	1	-1.14271422266151
1153	677	268	0.693471965282666	M	1	1	2.96499383004428
1154	759	22	0.783900860350144	F	1	3	3.2738241233641
1155	455	440	-0.301838058904676	M	1	2	-0.386896587014065
1156	795	350	-1.24238268489142	F	1	1	-0.520949707682918
1157	75	564	-0.111992364288027	M	1	2	1.28602881263222
1158	383	144	0.853084776353035	F	1	1	1.17133905371204
1159	891	966	0.202584700541614	M	1	3	3.68714306030369
1160	727	132	0.0546811331582659	F	1	3	1.85442063891643
1161	201	528	-0.963021817506058	M	1	1	1.5988495497579
1162	781	798	-0.644765302820128	F	1	1	-0.630964524589356
1163	243	372	0.176263472958996	M	1	3	4.09433084764029
1164	133	348	0.244774885279395	F	1	2	-0.879251240576882
1165	793	242	-0.549739794440398	M	1	2	-1.04037607924049
1166	515	754	-1.15429020834214	F	1	1	-1.10721037929908
1167	661	932	-0.139051754609028	M	1	3	3.01076618417448
1168	905	90	0.45603356108762	F	1	1	0.810701886898064
1169	841	208	-0.510384676211447	M	1	3	4.51087736463914
1170	487	78	-0.373112390159036	F	1	1	0.0459861650303375
1171	937	34	-0.430765287351491	M	1	2	0.522056377104892
1172	7	778	-1.06511767462182	F	1	2	-1.14477274403895
1173	969	844	-0.448896898028912	M	1	3	3.83386455292065
1174	643	120	-0.271820526473088	F	1	3	2.2750740069975
1175	447	832	-0.671737538741185	M	1	1	2.87993571385205
1176	451	870	0.419943027181626	F	1	2	-0.507309038936144
1177	945	146	0.44416811574393	M	1	2	1.20116409396677
1178	99	278	0.563099880942509	F	1	3	2.30771847481465
1179	129	896	-0.665048964248762	M	1	2	0.81944078800607
1180	41	936	0.624466674387015	F	1	3	2.32172807326745
1181	199	296	0.0859740597359708	M	1	1	1.67533678391168
1182	717	256	0.162270588724349	F	1	1	0.300471664247125
1183	987	750	-0.0141297918756138	M	1	2	1.60922594627918
1184	403	424	-0.199647879704642	F	1	3	2.3444737519925
1185	683	320	-0.0205358821959685	M	1	2	1.13636036499195
1186	847	596	0.715683608564849	F	1	1	1.82097817438605
1187	229	150	-0.00730281243229452	M	1	3	3.80465279237165
1188	121	364	-1.1575211461837	F	1	3	1.13373809197588
1189	775	222	-0.462108099450895	M	1	3	2.66735682294206
1190	137	710	-0.13471466240267	F	1	3	2.8721340510229
1191	277	748	0.697807048709456	M	1	3	4.09973414244606
1192	255	534	-0.117176890187962	F	1	1	0.433971015569847
1193	711	688	0.189333429046738	M	1	2	2.60141179151227
1194	511	994	0.128304973444537	F	1	1	0.56962723282339
1195	567	136	0.21662178002032	M	1	2	1.63455976462617
1196	303	818	-0.03904735461158	F	1	1	-0.589063916597443
1197	897	214	0.551032996141004	M	1	3	4.6757398325089
1198	257	30	0.171291894383315	F	1	1	-0.607506495288306
1199	359	128	-0.225038041593574	M	1	3	6.05851134779569
1200	641	700	0.161489624369801	F	1	2	-1.33176301554633
1201	873	86	-0.447221834553864	M	1	1	1.23745815458829
1202	677	422	0.0373004212144625	F	1	2	-1.87451001837376
1203	759	676	0.651659960034535	M	1	2	1.21097124636451
1204	455	850	-0.656316516168416	F	1	3	1.29217049737829
1205	795	478	-0.647106904587958	M	1	1	1.94610635987497
1206	75	812	1.01466333568696	F	1	1	1.30040101333037
1207	383	240	0.182802820862709	M	1	1	2.93720632477858
1208	891	354	-0.423022951232222	F	1	3	1.23226976308788
1209	727	360	1.12379031283424	M	1	3	4.90740859373755
1210	201	664	0.334665203611246	F	1	2	0.302203944595064
1211	781	326	-0.146350469306618	M	1	1	1.82315704814688
1212	243	134	0.700617120456093	F	1	1	0.342424352693665
1213	133	838	0.406478320421096	M	1	1	4.0088016140309
1214	793	608	-0.727264838728842	F	1	1	0.648563220717623
1215	515	402	-0.80240438254903	M	1	1	1.44195451547936
1216	661	964	0.120363641054846	F	1	2	0.654187926708037
1217	905	848	-0.380066453026656	M	1	1	0.292709501749238
1218	841	198	0.143674337655742	F	1	1	-0.193919487504511
1219	487	816	-1.13372008823502	M	1	3	2.28586045815679
1220	937	588	0.946002778741722	F	1	3	2.83999131618776
1221	7	542	-0.790821779611711	M	1	3	3.87208251928737
1222	969	548	0.353870410161997	F	1	3	3.37369754553909
1223	643	378	-0.629914025264013	M	1	1	1.12673726598196
1224	447	640	-0.583222581148028	F	1	3	2.55144135116937
1225	451	790	-0.836642236913727	M	1	2	-0.245971669968161
1226	945	950	0.386327743627374	F	1	2	-0.0817706160779232
1227	99	766	-0.0865744833099387	M	1	2	0.972394654875289
1228	129	874	-0.488407949825532	F	1	1	-0.768198128750635
1229	41	614	0.18724329525261	M	1	2	-0.0756044370766156
1230	199	230	0.282180496014115	F	1	1	-0.463343960009438
1231	717	732	1.05669525208536	M	1	2	2.3396047987521
1232	987	988	0.0593040847826299	F	1	1	0.817065635609363
1233	403	176	-0.32465805773903	M	1	1	0.759213980495685
1234	683	432	-0.0408559562591894	F	1	3	1.09211688670848
1235	847	100	0.40852569851082	M	1	3	3.97472684599103
1236	229	900	-0.550327391755415	F	1	3	1.43584383455012
1237	121	182	-0.339555787573756	M	1	1	2.35559662222944
1238	775	628	0.293775677827366	F	1	2	0.20809178699165
1239	137	238	-0.0947370253748591	M	1	3	4.42272131572766
1240	277	374	0.112773622654679	F	1	1	-0.38324949529331
1241	255	346	0.418465094763966	M	1	1	4.8909722269139
1242	711	388	-0.328561689408912	F	1	1	-0.612654129935569
1243	511	122	0.561185633291006	M	1	3	3.82721647538658
1244	567	502	-0.557851146346484	F	1	2	-1.86974469740881
1245	303	634	0.225955359726019	M	1	3	5.41230577017583
1246	897	690	0.518485802778232	F	1	1	-1.04025566652228
1247	257	976	0.447424458601705	M	1	3	5.7346779715439
1248	359	158	-0.746056209262243	F	1	2	-0.589567010483283
1249	641	474	0.435976336079176	M	1	2	2.60271885122945
1250	571	864	0.378211280557468	F	1	3	3.47503395546211
1251	677	928	0.217941148289438	M	1	2	0.795805755737905
1252	759	794	0.606257513546638	F	1	2	0.465896889489192
1253	455	302	-0.475390333889806	M	1	2	0.387126037144632
1254	795	332	-0.879116342435798	F	1	3	2.02179832028007
1255	75	636	0.853247309820784	M	1	1	2.16309127844324
1256	383	140	-0.299772688659269	F	1	2	-0.363808373849941
1257	891	220	-0.758302110252942	M	1	2	0.750995932915246
1258	727	742	0.883510952914544	F	1	3	2.85384282081013
1259	201	412	-0.658380738956326	M	1	3	3.6229706220192
1260	781	14	0.096040969876423	F	1	3	1.59579973048764
1261	243	42	0.377007522942007	M	1	3	4.77063164843187
1262	133	496	-0.0580788361030219	F	1	3	2.92003780358729
1263	793	980	-0.611074864586828	M	1	1	1.03173183968031
1264	515	206	0.319656366481171	F	1	2	-0.684869744359954
1265	661	76	0.652155642371092	M	1	3	5.42777764034688
1266	905	532	-0.0495665033682939	F	1	3	1.73614948413514
1267	841	804	-0.94504421607468	M	1	2	0.46272827169328
1268	487	464	-0.719383692447666	F	1	1	-1.20203486766804
1269	937	164	-0.920638912764645	M	1	3	2.91234076508252
1270	7	638	-0.817747677435396	F	1	3	0.701000462221146
1271	969	74	0.205276240413561	M	1	2	1.18509291529929
1272	643	334	-0.0474461451416006	F	1	1	0.558933552500989
1273	447	740	-1.09649951730877	M	1	2	0.455262469788722
1274	451	468	0.1222191933321	F	1	1	0.343976481452432
1275	945	958	0.0381482831395334	M	1	3	2.91566114170304
1276	99	68	0.799533668148502	F	1	1	2.18460233370801
1277	129	768	-0.349879530741764	M	1	1	0.842900235816082
1278	41	108	-0.864196214804893	F	1	1	-0.309039759333895
1279	199	576	0.476282077416713	M	1	3	4.03963694354925
1280	717	772	0.116896623910971	F	1	1	0.267521911798481
1281	987	840	-0.355232231379009	M	1	2	-0.190763475271193
1282	403	272	-0.502725584677643	F	1	3	1.61739945482671
1283	683	696	-0.754243763442615	M	1	2	0.433594422762072
1284	847	294	-0.393827361165983	F	1	2	-0.446980924274524
1285	229	520	-0.944094542996749	M	1	2	-0.901537853546121
1286	121	568	-0.837549269190316	F	1	2	-1.2792647312743
1287	775	998	0.243715689136314	M	1	3	4.19312515184491
1288	137	184	-0.476735702110919	F	1	3	0.801861083045724
1289	277	650	-0.105151476381545	M	1	2	1.21268672137876
1290	255	314	-0.632335737818539	F	1	1	-0.187685629099524
1291	711	462	-0.699875979468454	M	1	3	4.01265917028142
1292	511	720	-0.223360625227766	F	1	3	1.62296850924151
1293	567	476	-0.449388952109555	M	1	3	4.47397115543878
1294	303	996	0.271396510077709	F	1	3	2.64529599119497
1295	897	744	1.06079160968925	M	1	1	2.25296641464011
1296	257	982	-0.167163396281175	F	1	2	-0.820834922302214
1297	359	330	-0.283282096287668	M	1	1	2.24721363741039
1298	641	492	0.680372646148174	F	1	3	3.35472683710988
1299	571	112	0.201105095442652	M	1	2	0.897460426848843
1300	873	10	-0.152952541677641	F	1	3	2.30758565834447
1301	759	404	1.02475388153188	M	1	2	2.18645226491733
1302	455	714	-0.97534288276804	F	1	2	-1.85591244300401
1303	795	250	-0.687400951876631	M	1	1	0.218494334631571
1304	75	930	-0.66225718834442	F	1	1	-0.580728983647132
1305	383	658	-0.634222007482444	M	1	2	0.0467714788171176
1306	891	66	-1.56217169484368	F	1	3	0.294686839950609
1307	727	898	0.493018899563061	M	1	1	3.35632337113905
1308	201	912	-0.00414761528991262	F	1	3	2.46417204328772
1309	781	554	-0.247797569827045	M	1	1	3.29177164441847
1310	243	886	-0.232447847881641	F	1	2	-0.582548697795864
1311	133	578	-0.492387727586934	M	1	3	3.31998116916242
1312	793	946	-0.528265372393601	F	1	1	-0.472535361633505
1313	515	234	-1.28029686093757	M	1	3	3.6959731970706
1314	661	44	-0.321665886626555	F	1	3	1.43003060416593
1315	905	498	-0.763811109793744	M	1	2	0.543919562759298
1316	841	154	-1.30384195502264	F	1	2	-2.74050033719865
1317	487	442	0.371726352052301	M	1	1	4.54791374602677
1318	937	678	0.265554720890515	F	1	3	1.12364278107248
1319	7	406	0.177395657761043	M	1	1	3.10671848108376
1320	969	866	-0.348431521148531	F	1	3	0.616111357205316
1321	643	304	-0.222255599026179	M	1	3	3.71380960790676
1322	447	466	-0.597146738491295	F	1	2	-2.50850232433233
1323	451	84	-0.236257431231157	M	1	2	0.717132407525329
1324	945	806	0.238934117814883	F	1	3	3.68891352713221
1325	99	212	0.448045867025051	M	1	2	2.29510352831036
1326	129	944	0.0141611154179997	F	1	2	-0.661812753841088
1327	41	978	-0.295966663843627	M	1	2	-0.138169005385309
1328	199	882	0.424527477465389	F	1	1	-1.00605454998647
1329	717	380	0.437021422326032	M	1	1	3.53877799750429
1330	987	602	0.429156152053587	F	1	1	0.692429944893588
1331	403	18	-0.880905875582959	M	1	1	0.167895607540555
1332	683	830	-0.465857969177242	F	1	3	1.04425119795807
1333	847	872	-0.181321494806804	M	1	3	4.11299751092177
1334	229	920	-0.353162297758368	F	1	2	-1.84046834407773
1335	121	190	-0.399639914074123	M	1	3	3.597884467137
1336	775	172	-0.836075781399129	F	1	1	-0.156952509321471
1337	137	110	0.0585102380498977	M	1	1	1.62795798663841
1338	277	170	0.202197724628897	F	1	3	2.05052646336565
1339	255	316	1.04777181205657	M	1	2	4.16352921390467
1340	711	88	0.489127097079625	F	1	3	2.07871322001305
1341	511	396	-1.12056660255317	M	1	2	0.388461970245065
1342	567	382	-0.431116793699547	F	1	2	-0.975592572109273
1343	303	918	0.472970521004321	M	1	3	5.30647227810523
1344	897	524	-0.0269783968159338	F	1	2	-1.25818942513578
1345	257	586	0.333906904000435	M	1	2	0.304354832122957
1346	359	288	-0.370159524389219	F	1	2	-1.85016338501416
1347	641	322	0.687894583783524	M	1	3	4.04760704196903
1348	571	102	-0.04554229439876	F	1	1	-1.0759454538619
1349	873	736	-0.468165331678099	M	1	2	-0.985660742683114
1350	677	682	0.603542736518278	F	1	2	-0.489422699402353
1351	455	232	-0.543181984873583	M	1	3	2.04051423858856
1352	795	968	-0.490736334868363	F	1	2	-1.99257617563637
1353	75	268	0.0338136508882794	M	1	3	3.57519591572204
1354	383	22	-0.718458403629697	F	1	2	-0.414022935114233
1355	891	440	-0.121114143965843	M	1	2	2.08257111404829
1356	727	350	-0.215487619902803	F	1	1	0.129922768884801
1357	201	564	-0.267586197110697	M	1	1	0.20234705543918
1358	781	144	-0.0716062940988102	F	1	2	-1.99153869677361
1359	243	966	0.206925640226873	M	1	3	3.71413254450039
1360	133	132	-0.672773117989975	F	1	1	-2.02902715510037
1361	793	528	-0.393794270879167	M	1	3	4.48767271828837
1362	515	798	-0.610471686673143	F	1	3	2.37833017860083
1363	661	372	0.0217127657766376	M	1	1	1.39491859428821
1364	905	348	-0.139586198413983	F	1	1	1.55442291731528
1365	841	242	-1.09497545982056	M	1	2	-0.514883383290161
1366	487	754	-1.17927353653454	F	1	3	1.12050075356965
1367	937	932	0.877775840313548	M	1	1	2.75718199322123
1368	7	90	0.0930788658223786	F	1	2	-0.0455987647945144
1369	969	208	0.574154384424821	M	1	2	0.946356798506717
1370	643	78	0.146236766065708	F	1	1	-0.297273978097555
1371	447	34	-0.659988730592545	M	1	1	2.13240534420799
1372	451	778	-0.252417277319382	F	1	2	-1.06888729309732
1373	945	844	-0.231932220003526	M	1	2	-0.270879857923311
1374	99	120	0.613940495843943	F	1	1	1.38686958799646
1375	129	832	0.0164853671774245	M	1	2	1.35698650507961
1376	41	870	0.213845582302199	F	1	1	-0.0218229934185626
1377	199	146	0.18913836457618	M	1	1	2.00465148345335
1378	717	278	-0.144128122070139	F	1	2	-0.974871026617543
1379	987	896	0.0192147921002441	M	1	2	1.35651505576854
1380	403	936	-0.122506648203772	F	1	2	-1.9298825822637
1381	683	296	-0.885821386347532	M	1	3	3.71686162391913
1382	847	256	0.931753456193719	F	1	2	0.957076973381236
1383	229	750	-0.951872664952814	M	1	3	3.81643005331296
1384	121	424	-0.0955301065994145	F	1	2	-1.76101756822779
1385	775	320	0.0425550136490367	M	1	2	2.095174524284
1386	137	596	-0.281296734650445	F	1	1	-0.964793962951046
1387	277	150	-0.209551355255734	M	1	3	3.07012705623901
1388	255	364	-0.0968346659060118	F	1	1	-0.338873900947954
1389	711	222	0.445478349963442	M	1	2	2.77324317207782
1390	511	710	0.00970060406975396	F	1	1	0.121516750257714
1391	567	748	-1.0755756192414	M	1	2	0.892826604727142
1392	303	534	0.425546842100411	F	1	1	0.498479826945081
1393	897	688	0.847819708815795	M	1	2	2.29208446263802
1394	257	994	-0.256876637606773	F	1	3	1.76017707089506
1395	359	136	-0.867941352563184	M	1	2	1.18525503497559
1396	641	818	0.482866789937398	F	1	3	2.48219662540315
1397	571	214	0.813972408435152	M	1	1	4.0577665088136
1398	873	30	-0.0513907878993694	F	1	1	0.533815868033109
1399	677	128	-0.174393695146768	M	1	3	3.23843188645625
1400	759	700	0.0972179847658872	F	1	3	1.41557534600803
1401	1121	1238	0.286737397207238	M	2	3	4.17659346555654
1402	1371	1214	-1.06400764934101	F	2	3	0.565540733360053
1403	1289	1364	-0.387623860796185	M	2	1	0.280312047934758
1404	1241	1060	0.0195263328139041	F	2	2	-1.34989467538571
1405	1315	1092	-0.838797195578828	M	2	1	0.301971897050116
1406	1271	1160	-0.698134939869254	F	2	3	1.89912090026351
1407	1035	1302	-0.260068329182826	M	2	1	2.13798867576874
1408	1021	1246	-0.337448911321969	F	2	2	-1.29925896514627
1409	1131	1360	-0.454653126644448	M	2	1	1.24545600316273
1410	1199	1002	-0.280287040041834	F	2	1	-0.0874734953284484
1411	1349	1366	-0.656761933379462	M	2	2	-0.844972698994885
1412	1285	1178	0.236567382973589	F	2	1	0.527729791807147
1413	1029	1148	0.113741460977406	M	2	1	1.59346385417056
1414	1041	1304	0.221729458192065	F	2	1	-0.308123658053497
1415	1279	1372	0.524270236757872	M	2	2	1.52196721453925
1416	1205	1308	0.20667642274345	F	2	2	-0.433822114111158
1417	1193	1080	0.155425842790944	M	2	1	2.92533841631441
1418	1159	1126	0.282851297495003	F	2	1	0.225493320137528
1419	1005	1270	0.129049479733334	M	2	3	3.64181289627494
1420	1103	1296	-0.113214556635621	F	2	3	2.24746921788972
1421	1061	1074	-0.469400852998454	M	2	3	3.88715221069618
1422	1323	1382	0.921733384113859	F	2	3	3.24860584264179
1423	1067	1132	-0.569152134717701	M	2	2	-0.103303228975199
1424	1143	1130	0.00438484974299059	F	2	2	-1.89934793329806
1425	1235	1072	0.463753131579874	M	2	3	5.40369250804632
1426	1075	1314	0.159387232915769	F	2	3	2.90807336450997
1427	1195	1318	-0.0378427567265497	M	2	2	0.761131874490213
1428	1223	1190	-0.605440674265474	F	2	2	-1.48630831277254
1429	1197	1316	-0.496026805016611	M	2	2	0.00572975325908631
1430	1301	1088	0.733836704411912	F	2	2	0.0218387651352316
1431	1059	1210	1.31997222883377	M	2	3	5.27246144426432
1432	1077	1022	-0.305574995148504	F	2	1	0.245943508511959
1433	1119	1108	-0.789903533620527	M	2	3	3.22224233608912
1434	1037	1300	-0.683775979596785	F	2	3	2.56288473884766
1435	1297	1196	0.214598005819866	M	2	2	2.62977871860178
1436	1115	1274	-0.189421322372975	F	2	3	2.58534715496344
1437	1313	1262	-0.549562948012468	M	2	2	0.878402170722421
1438	1373	1024	0.46894299348697	F	2	3	3.12463571863224
1439	1161	1230	0.102196124185851	M	2	1	2.60996060336536
1440	1397	1374	1.35890345983646	F	2	1	1.88642211382156
1441	1025	1066	-0.196459820620882	M	2	3	4.05217805559894
1442	1165	1388	-0.464246662780749	F	2	3	1.42425943001788
1443	1157	1116	-0.66278589080907	M	2	1	1.3695548985148
1444	1295	1110	0.0526520093439815	F	2	2	-0.20209553770086
1445	1109	1352	-0.52813339685909	M	2	1	1.55032106723784
1446	1057	1052	0.265893826129457	F	2	3	4.42398284783024
1447	1391	1294	-0.0878355205686923	M	2	3	4.53976136848235
1448	1055	1292	-0.475151195987187	F	2	3	1.65055548395349
1449	1151	1200	-0.166216652250619	M	2	1	2.57105305184175
1450	1367	1140	0.790142638499052	F	2	3	3.39372298506569
1451	1371	1030	-0.623387955552504	M	2	3	3.23091023767794
1452	1289	1010	-0.425745227948004	F	2	2	-1.60132548593136
1453	1241	1098	0.259081581237474	M	2	1	1.65708228888442
1454	1315	1286	-0.832880777470442	F	2	3	1.10645290076324
1455	1271	1228	-0.748175356783569	M	2	3	3.04319914361336
1456	1035	1078	0.00789715581578212	F	2	2	-0.191244634090032
1457	1021	1114	-0.280911490873784	M	2	2	-0.16239092652676
1458	1131	1120	-0.966006877114458	F	2	1	-1.19457778452966
1459	1199	1252	-0.275854097407535	M	2	3	3.49127868431594
1460	1349	1168	-0.740232272108475	F	2	2	0.367826327430482
1461	1285	1266	-0.828753307857409	M	2	1	1.08003780371017
